id	name	subcats	price	variants	description
7882	FLEX OSE 2-80 EC Set Schwingschleifer	Elektrogeräte|230 Volt	370.00		Beschreibung: / Bürstenloser Motor mit höherem Wirkungsgrad und längerer Lebensdauer / Elektronik: Drehzahlvorwahl in 4 Stufen, Drehzahlkonstanthaltung mittels Tachogenerator, Sanftanlauf, Wiederanlaufsperre / Materialgerechte Schleifgeschwindigkeit durch elektronische Drehzahleinstellung / Leichter, kompakter Einhand-Schwingschleifer, besonders ergonomisch und vibrationsarm durch spezielle Auswuc
7898	FLEX MXE 1202 + WR2 140 Rührwerk	Elektrogeräte|230 Volt	310.00		Beschreibung. / Robustes 2-Gang-Getriebe: groß dimensioniert und optimal übersetzt - für materialgerechte Drehzahlen und ein starkes Drehmoment / Vollwellenelektronik: mit Sanftanlauf, Temperaturüberwachung, Überlastungsschutz und mit stufenloser Drehzahlregelung über Gasgebeschalter - für ein kontrolliertes Hochfahren an die optimale Rührgeschwindigkeit. Durchzugsstark in allen Drehzahlbereichen 
7899	FLEX MXE 1602 + WR2 160 Rührwerk	Elektrogeräte|230 Volt	415.00		Beschreibung: / Robustes 2-Gang-Getriebe: groß dimensioniert und optimal übersetzt - für materialgerechte Drehzahlen und ein starkes Drehmoment / Vollwellenelektronik: mit Sanftanlauf, Temperaturüberwachung, Überlastungsschutz und mit stufenloser Drehzahlregelung über Gasgebeschalter - für ein kontrolliertes Hochfahren an die optimale Rührgeschwindigkeit. Durchzugsstark in allen Drehzahlbereichen 
7908	FLEX VCE 22 M MC 2x18 Akku Industriesauger		735.00		Beschreibung: / Überzeugt durch Leistung mit 2 x 18V Akku-Packs. / Luftstrom und Laufzeit sind für den Einsatz mit der „Giraffe"" optimiert / , d.h. der Luftstrom sinkt nicht unter 1400 Liter Luft pro Minute und sorgt für staubfreies Arbeiten / Die Hochleistungsturbie sorgt für hohe Saugleistung und hohen Unterdruck. Dadurch entsteht ein hervorragendes Absaugergebnis / Wahlschalter Saugdurchmesser
7912	Wassergefäss zu Proxxon mit Messing Nozzle		24.00		Druckflsche mit Spranozzledüse in Messing für Schlauch zu Distar Butterfly-Schutzhaube.
7926	FERROSIL Seal-it® 450 PUR CLEANER		9.50		Anwendungen / Als Pistolenreiniger; Die Pur-Dose aus der Pistole entfernen, Ferrosil Seal-it® 450 PUR CLEANER auftragen, Pistole mehrmals durchspülen, gut einwirken lassen, dann wieder ausspülen. Ferrosil Seal-it® 450 PUR CLEANER entfernen, Pistolenadaptergewinde reinigen/trocknen und danach mit Vaseline, Silikon und/oder PTFE-Spray einfetten. / Als Schaumreiniger; Zerstäuber auf Ventil aufsetzen,
7933	FLEX MXE 1000 + WR2 120 Rührwerk		225.00		Beschreibung: / Robustes 1-Gang-Getriebe: groß dimensioniert und optimal übersetzt - für ein starkes Drehmoment / Vollwellenelektronik: mit Sanftanlauf, Temperaturüberwachung, Überlastungsschutz und mit stufenloser Drehzahlregelung über Gasgebeschalter - für ein kontrolliertes Hochfahren an die optimale Rührgeschwindigkeit. Durchzugsstark in allen Drehzahlbereichen / Ein-/Aus-Schalter mit Arretier
7936	FLEX Akku Fliesenrüttler TV 18-EC C		175.00		Beschreibung: / Durch die effiziente Vibrationsübertragung werden Hohlräume und Blasenbildung im Kleber vermieden, was eine perfekte Verbindung zwischen Fliese und Kleber sicherstellt / Sehr handliche, leichte Maschine mit optimalen Bedienungskomfort. Ermöglicht ermüdungsarmes und ergonomisches Arbeiten / Integrierte Drehzahlregulierung für optimale Anpassung an Material und Format / Mit Ø 120 mm 
7949	EdPlit versteckter Spühlkasten Betätigung M1 Geberit	EdPlit	349.00		Versteckter Toilettenspülknopf M1 Edplit (ohne Verbrauchsmaterial) – kompatibel mit Geberit / Innovatives System für den Einbau einer flächenbündigen Spülplatte hinter Fliesen. Inklusive Spülmechanismus, Justierwerkzeuge und Schneid-Zubehör. Präzise, langlebig, wassersparend – ideal für minimalistisches Baddesign. / Version: Mit Verbrauchsmaterial
7954	EdPlit versteckter Spühlkasten Betätigung M4 Geberit	EdPlit	399.00		Der M4-Taster ermöglicht die vollständig verdeckte Installation direkt hinter den Fliesen. Das Set beinhaltet einen Spülmechanismus, Komponenten zur präzisen Justierung und alle für die Installation benötigten Teile. Kompatibel mit den Installationssystemen Geberit Sigma, Delta, Omega, Alcaplast, Viega, Vitra, Tece, Noken, JomoTech und Cersanit. / Version: Mit Verbrauchsmaterial
7969	FLEX Aktion Grabo VLP + Fliesenrüttler TV 18-EC C		539.00		Beschreibung: / Akku-Vakuumheber & Fliesenrüttler Set – 18V Power für präzises Heben, Positionieren & Verlegen / Das leistungsstarke Kombi-Set aus Akku-Vakuumheber VLP 18 C, Akku-Fliesenrüttler TV 18-EC C und dem P-Set 22 Q bietet professionelle Unterstützung bei allen Hebe- und Verlegearbeiten. Beide Maschinen basieren auf dem FLEX 18V System und sind für anspruchsvolle Anwendungen im Handwerk ko
7981	FERROSIL Abdeckvlies Rolle atmungsaktiv 1mx50m 140gr./m2		65.90		Beschreibung: / Dieses hochwertige, diffusionsoffene & selbsthaftende Abdeckvlies ist ideal geeignet zur sicheren Abdeckung frisch verlegter Böden im Innenbereich. Mit einem Flächengewicht von 160 g/m² und einer Materialstärke von ca. 2 mm schützt es empfindliche Untergründe optimal vor Schmutz, Kratzern, Druckstellen und mechanischer Belastung und ermöglicht gleichzeitig eine kontrollierte Dampfd
7982	FERROSIL Abdeckvlies Rolle PRO 1mx50m 180gr./m2 Premium Qualität		64.20		Abdeckvlies selbsthaftend weiss "PRO" 1m x 50m, 180 g/m² / Beschreibung: / Breite: 1 Meter / Länge: 50 Meter / Flächengewicht: 180gr./m2 / Selbsthaftend / Oberseite PE-Folie / Premium Qualität / Produktinformationen / Bestens geeignet zum Schutz von Böden, Möbeln, Treppen, Fenstern usw. / Leichtes Handling / Selbsthaftendes Polyestervlies / Kaschiert mit PE-Folie / Rutschfest / Nur auf trockenen F
7983	FERROSIL Abdeckvlies Rolle Classic 1mx50m 120gr./m2		52.50		Ferrosil Abdeckvlies selbsthaftend weiss "Classic" 1m x 50m / Breite: 1 Meter / Länge: 50 Meter / Flächengewicht: 120gr./m2 / Oberseite mit PE-Folie / Unterseite selbsthaftend und rückstandsfrei entfernbar / Selbsthaftendes Abdeckvlies weiss für Böden und Treppen im Innen- und Aussenbereich. / Produktvorteile: / Unterseite mit speziellem rückstandsfreiem Kleber / Oberseite mit wasserdichter rutsch
7984	DISTAR DGM Schleiftopf Soft Edge Ø45mm	DISTAR Technik	42.00		BESCHREIBUNG: / GENIESSE SAUBERKEI / Die große Vielfalt an Feinsteinzeugarten erfordert eine breite Auswahl an Diamantwerkzeugen. Der Fräser Soft Edge 45 für Graviergeräte wurde speziell für die Bearbeitung besonders anspruchsvoller Fliesen entwickelt. / Die Diamantschicht wird durch Graphitspäne gekühlt und verhindert zuverlässig Abplatzungen. Ideal zum Schleifen von glasiertem oder sprödem Feins
7985	DISTAR Support Adapter Ø19mm	DISTAR Technik	19.50		DISTAR Support Adapter-Set / Das DISTAR Support Adapter-Set ist ein hochpräzises System, das speziell für ein extrem stabiles und sicheres Schneiden und Schleifen von Feinsteinzeug mit kompakten Graviergeräten entwickelt wurde. Es ersetzt die herkömmlichen, fehleranfälligen Spannzangen und verhindert zuverlässig deren Durchrutschen oder Lösen unter Belastung. Durch die verkürzte Bauform wird zudem
8043	Diamantfrässtift fein / spitz 0.8x8x2.35mm Pack à 10 Stück		24.00		Diamantfrässtift fein / spitz 0.8mm x 8mm x 2.35mm / Verpackungseinheit: 10 Stück / Totallänge: 43mm / Frästeil Länge 8mm / Aufnahme: 2.35mm
8253	Husqvarna Staubsauger DE 35 H		1		Der DE 35 H ist ein hochproduktiver Staubabsauger, ideal für die Beseitigung von gefährlichem Staub in vielen gängigen Anwendungen wie Oberflächenvorbereitung, allgemeiner Reinigung und Staubsaugen. / Er kann auch an kleinere handgeführte Elektrowerkzeuge angeschlossen werden, wenn die Staubbekämpfung mit Wasser nicht erwünscht oder zulässig ist. / Top Preis- Leistungsverhältnis mit viel Zubehör. 
8288	HALDER SUPERCRAFT-Schonhammer Ø60mm und Ø70mm		84.00		SUPERCRAFT-Schonhammer mit schwingungsdämpfendem, ergonomisch geformtem und lackiertem Hickorystiel / Das Kopfrohr der SUPERCRAFT-Schonhämmer ist mit Stahlschrot befüllt. Dies bewirkt, dass beim Aufprall der Schlagfläche auf das Werkstück die Schrotfüllung verzögert folgt. Durch den verminderten Rückprall wird die Schlagenergie optimal ausgenutzt. Dadurch sind sehr kraftvolle Schläge möglich. Darü
8365	PICARD Plattenlegerhammer BlackTec®		98.00		PICARD Plattenlegerhammer für Wege- und Pflasterarbeiten, mit rundem, austauschbarem und rückschlaghemmendem aufvulkanisiertem Gummikopf. Kopf schwarz pulverlackiert, korrosionsgeschützt / Aus legiertem PICARD-Spezialstahl, sorgfältig gehärtet und angelassen / Rückschlaghemmend / Starke Verbindung von Kopf und Stiel durch 2 Komponenten-Kleber / 3-Komponenten-Kunststoff-Stiel mit innenliegendem Fib
8401	PICARD Gummihammer Grösse 2 + 3, zum Festschlagen von empfindlichen Bauteilen		24.90		Der PICARD Gummihammer, Nr. 251/7b, Gr. 2 +3 ist ein robustes Werkzeug für den professionellen Einsatz. Die hochwertige Verarbeitung und die Größe 2 machen ihn zu einem unverzichtbaren Begleiter bei verschiedenen Anwendungen. Mit seiner gummierten Schlagfläche ermöglicht er präzises und schonendes Arbeiten. Perfekt für den täglichen Gebrauch. / Technische Daten: / Gewicht Grösse 2: 0.72 kg / Gewic
